date,product_id,product_name,category,region,units_sold,unit_price,discount,marketing_spend,revenue
2025-01-13,S001,Bluetooth Speaker,Electronics,South,17,850.0,0,0,14450.0
2025-01-15,S001,Bluetooth Speaker,Electronics,South,21,850.0,0,0,17850.0
2025-01-16,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-01-17,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-01-18,S001,Bluetooth Speaker,Electronics,South,20,850.0,0,0,17000.0
2025-01-19,S001,Bluetooth Speaker,Electronics,South,21,850.0,0,0,17850.0
2025-01-20,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-01-21,S001,Bluetooth Speaker,Electronics,South,18,850.0,0,0,15300.0
2025-01-23,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-01-24,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-01-25,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-01-26,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-01-27,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-01-28,S001,Bluetooth Speaker,Electronics,South,17,850.0,0,0,14450.0
2025-01-29,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-01-30,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-01-31,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-02-01,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-02-02,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-02-03,S001,Bluetooth Speaker,Electronics,South,21,850.0,0,0,17850.0
2025-02-04,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-02-07,S001,Bluetooth Speaker,Electronics,South,19,850.0,0,0,16150.0
2025-02-08,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-02-09,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-02-10,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-02-12,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-02-13,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-02-14,S001,Bluetooth Speaker,Electronics,South,20,850.0,0,0,17000.0
2025-02-16,S001,Bluetooth Speaker,Electronics,South,30,850.0,0,0,25500.0
2025-02-19,S001,Bluetooth Speaker,Electronics,South,28,850.0,0,0,23800.0
2025-02-20,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-02-21,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-02-24,S001,Bluetooth Speaker,Electronics,South,31,850.0,0,0,26350.0
2025-02-25,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-02-27,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-02-28,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-03-03,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-03-04,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-03-05,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-03-06,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-03-07,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-03-08,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-03-09,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-03-10,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-03-11,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-03-12,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-03-13,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-03-14,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-03-17,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-03-18,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-03-20,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-03-21,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-03-22,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-03-23,S001,Bluetooth Speaker,Electronics,South,33,850.0,0,0,28050.0
2025-03-24,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-03-25,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-03-26,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-03-28,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-03-29,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-03-30,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-03-31,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-04-01,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-04-02,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-04-03,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-04-04,S001,Bluetooth Speaker,Electronics,South,20,850.0,0,0,17000.0
2025-04-05,S001,Bluetooth Speaker,Electronics,South,33,850.0,0,0,28050.0
2025-04-06,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-04-07,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-04-08,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-04-10,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-04-11,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-04-13,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-04-14,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-04-15,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-04-17,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-04-18,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-04-19,S001,Bluetooth Speaker,Electronics,South,31,850.0,0,0,26350.0
2025-04-20,S001,Bluetooth Speaker,Electronics,South,28,850.0,0,0,23800.0
2025-04-21,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-04-23,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-04-24,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-04-25,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-04-26,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-04-27,S001,Bluetooth Speaker,Electronics,South,28,850.0,0,0,23800.0
2025-04-29,S001,Bluetooth Speaker,Electronics,South,20,850.0,0,0,17000.0
2025-05-01,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-05-02,S001,Bluetooth Speaker,Electronics,South,20,850.0,0,0,17000.0
2025-05-03,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-05-04,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-05-05,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-05-06,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-05-07,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-05-08,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-05-09,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-05-10,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-05-11,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-05-12,S001,Bluetooth Speaker,Electronics,South,21,850.0,0,0,17850.0
2025-05-14,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-05-15,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-05-16,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-05-17,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-05-18,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-05-19,S001,Bluetooth Speaker,Electronics,South,30,850.0,0,0,25500.0
2025-05-20,S001,Bluetooth Speaker,Electronics,South,30,850.0,0,0,25500.0
2025-05-21,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-05-24,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-05-25,S001,Bluetooth Speaker,Electronics,South,26,850.0,0,0,22100.0
2025-05-26,S001,Bluetooth Speaker,Electronics,South,22,850.0,0,0,18700.0
2025-05-28,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-05-29,S001,Bluetooth Speaker,Electronics,South,21,850.0,0,0,17850.0
2025-05-30,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-05-31,S001,Bluetooth Speaker,Electronics,South,20,850.0,0,0,17000.0
2025-06-01,S001,Bluetooth Speaker,Electronics,South,29,850.0,0,0,24650.0
2025-06-02,S001,Bluetooth Speaker,Electronics,South,20,850.0,0,0,17000.0
2025-06-03,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-06-04,S001,Bluetooth Speaker,Electronics,South,27,850.0,0,0,22950.0
2025-06-05,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
2025-06-06,S001,Bluetooth Speaker,Electronics,South,16,850.0,0,0,13600.0
2025-06-07,S001,Bluetooth Speaker,Electronics,South,25,850.0,0,0,21250.0
2025-06-08,S001,Bluetooth Speaker,Electronics,South,23,850.0,0,0,19550.0
2025-06-09,S001,Bluetooth Speaker,Electronics,South,24,850.0,0,0,20400.0
