date,product_id,product_name,category,region,units_sold,unit_price,discount,marketing_spend,revenue
2024-07-05,P003,Office Chair,Furniture,South,6,7404.41,0.0,0.0,44426.46
2024-05-31,P004,Standing Desk,Furniture,East,3,15215.25,5.0,0.0,43363.46
2025-11-01,P009,Bluetooth Speaker,Electronics,East,15,2254.03,10.0,5886.59,30429.41
2024-06-27,P008,Air Purifier,Home Appliances,East,6,9738.18,0.0,3613.08,58429.08
2025-12-05,P010,Yoga Mat,Fitness,East,28,1226.85,0.0,0.0,34351.8
2024-05-11,P003,Office Chair,Furniture,West,4,7628.45,0.0,0.0,30513.8
2024-11-14,P005,Running Shoes,Apparel,South,13,3189.85,0.0,0.0,41468.05
2025-03-29,P003,Office Chair,Furniture,East,8,7610.24,10.0,0.0,54793.73
2025-06-17,P006,Winter Jacket,Apparel,West,5,5497.84,0.0,2659.21,27489.2
2024-09-29,P003,Office Chair,Furniture,West,2,7315.47,5.0,3038.52,13899.39
2024-08-27,P010,Yoga Mat,Fitness,South,13,1214.57,0.0,0.0,15789.41
2025-06-02,P008,Air Purifier,Home Appliances,East,6,10033.04,5.0,0.0,57188.33
2025-11-01,P006,Winter Jacket,Apparel,South,20,5379.62,0.0,0.0,107592.4
2025-01-06,P008,Air Purifier,Home Appliances,West,5,9638.27,10.0,1036.89,43372.22
2024-09-09,P005,Running Shoes,Apparel,West,15,3214.98,0.0,5667.08,48224.7
2025-10-20,P004,Standing Desk,Furniture,East,2,14628.23,0.0,5955.24,29256.46
2025-10-23,P003,Office Chair,Furniture,North,7,7584.38,0.0,610.1,53090.66
2024-12-09,P001,Laptop Pro,Electronics,North,9,61282.42,0.0,0.0,551541.78
2024-09-20,P001,Laptop Pro,Electronics,West,9,61414.02,0.0,0.0,552726.18
2024-06-12,P002,Wireless Mouse,Electronics,West,21,919.26,10.0,0.0,17374.01
2024-04-08,P005,Running Shoes,Apparel,South,23,3133.08,10.0,5151.19,64854.76
2024-04-11,P006,Winter Jacket,Apparel,East,9,5476.81,5.0,0.0,46826.73
2024-05-26,P007,Blender,Home Appliances,East,17,2733.48,0.0,0.0,46469.16
2024-10-06,P010,Yoga Mat,Fitness,South,12,1230.14,0.0,0.0,14761.68
2025-09-27,P004,Standing Desk,Furniture,West,4,14724.14,0.0,0.0,58896.56
2024-07-23,P001,Laptop Pro,Electronics,East,8,59190.59,0.0,0.0,473524.72
2025-11-21,P008,Air Purifier,Home Appliances,West,6,9986.44,15.0,2929.58,50930.84
2025-03-01,P002,Wireless Mouse,Electronics,West,33,902.08,0.0,0.0,29768.64
2024-10-10,P005,Running Shoes,Apparel,North,10,3149.09,15.0,0.0,26767.26
2024-10-19,P001,Laptop Pro,Electronics,South,8,59309.26,0.0,664.08,474474.08
2025-04-07,P008,Air Purifier,Home Appliances,North,12,9583.9,0.0,2925.32,115006.8
2024-08-28,P007,Blender,Home Appliances,East,10,2749.81,0.0,4054.8,27498.1
2025-09-29,P006,Winter Jacket,Apparel,North,4,5445.38,0.0,0.0,21781.52
2025-12-20,P005,Running Shoes,Apparel,West,32,3193.96,5.0,0.0,97096.38
2025-12-27,P001,Laptop Pro,Electronics,East,25,60202.27,0.0,0.0,1505056.75
2025-08-29,P010,Yoga Mat,Fitness,West,29,1204.68,5.0,0.0,33188.93
2024-11-13,P007,Blender,Home Appliances,South,9,2759.85,0.0,0.0,24838.65
2025-06-27,P006,Winter Jacket,Apparel,North,5,5428.73,0.0,0.0,27143.65
2025-06-18,P008,Air Purifier,Home Appliances,West,6,9842.53,10.0,0.0,53149.66
2024-08-14,P008,Air Purifier,Home Appliances,South,3,9874.05,0.0,0.0,29622.15
2024-11-17,P010,Yoga Mat,Fitness,North,28,1224.29,0.0,0.0,34280.12
2024-11-20,P008,Air Purifier,Home Appliances,North,8,9546.53,0.0,0.0,76372.24
2024-09-23,P008,Air Purifier,Home Appliances,West,2,9941.15,0.0,0.0,19882.3
2025-09-18,P009,Bluetooth Speaker,Electronics,South,11,2255.18,0.0,0.0,24806.98
2025-02-23,P005,Running Shoes,Apparel,East,11,3200.57,0.0,1240.18,35206.27
2025-01-24,P006,Winter Jacket,Apparel,South,7,5268.0,5.0,0.0,35032.2
2025-12-20,P004,Standing Desk,Furniture,West,5,15243.4,10.0,0.0,68595.3
2024-04-12,P008,Air Purifier,Home Appliances,East,7,10019.84,0.0,0.0,70138.88
2024-08-21,P005,Running Shoes,Apparel,West,10,3214.73,0.0,0.0,32147.3
2024-05-31,P003,Office Chair,Furniture,West,3,7544.63,15.0,3663.47,19238.81
2024-08-20,P008,Air Purifier,Home Appliances,North,5,10079.54,0.0,3066.38,50397.7
2024-03-08,P009,Bluetooth Speaker,Electronics,South,12,2252.57,0.0,1015.05,27030.84
2025-03-06,P006,Winter Jacket,Apparel,North,3,5560.56,0.0,0.0,16681.68
2024-04-28,P006,Winter Jacket,Apparel,East,13,5433.88,0.0,3086.89,70640.44
2025-07-24,P003,Office Chair,Furniture,North,7,7723.19,0.0,0.0,54062.33
2025-10-02,P010,Yoga Mat,Fitness,North,23,1226.08,0.0,0.0,28199.84
2025-06-28,P002,Wireless Mouse,Electronics,North,63,917.04,5.0,0.0,54884.84
2025-12-20,P008,Air Purifier,Home Appliances,West,6,9966.55,0.0,0.0,59799.3
2024-12-04,P007,Blender,Home Appliances,East,7,2758.84,5.0,0.0,18346.29
2025-08-09,P003,Office Chair,Furniture,West,4,7601.63,0.0,4815.63,30406.52
2025-12-04,P004,Standing Desk,Furniture,South,4,14930.55,0.0,3958.28,59722.2
2024-09-15,P008,Air Purifier,Home Appliances,East,7,9982.91,0.0,0.0,69880.37
2024-12-03,P003,Office Chair,Furniture,North,7,7315.41,0.0,0.0,51207.87
2024-01-24,P004,Standing Desk,Furniture,South,2,15120.61,5.0,0.0,28729.16
not-a-date,P005,Running Shoes,Apparel,East,18,3240.65,0.0,0.0,58331.7
2024-12-25,P009,Bluetooth Speaker,Electronics,West,23,2158.38,10.0,1227.39,44678.47
2024-08-10,P005,Running Shoes,Apparel,East,24,3287.76,0.0,2851.33,78906.24
2024-12-20,P009,Bluetooth Speaker,Electronics,South,14,2239.78,0.0,0.0,31356.92
2025-03-25,P004,Standing Desk,Furniture,North,5,15417.95,0.0,0.0,77089.75
2025-03-03,P006,Winter Jacket,Apparel,West,5,5289.1,0.0,1344.71,26445.5
2024-02-12,P004,Standing Desk,Furniture,East,3,15320.57,0.0,0.0,45961.71
2025-01-27,P008,Air Purifier,Home Appliances,North,5,9630.32,0.0,0.0,48151.6
2025-10-08,P002,Wireless Mouse,Electronics,South,22,916.7,5.0,0.0,19159.03
2024-11-30,P004,Standing Desk,Furniture,West,5,15155.65,0.0,0.0,75778.25
2025-10-20,P009,Bluetooth Speaker,Electronics,West,13,2262.22,0.0,2686.83,29408.86
2025-12-26,P006,Winter Jacket,Apparel,East,11,5337.93,0.0,2067.54,58717.23
2025-03-17,P007,Blender,Home Appliances,South,7,2871.24,0.0,5100.88,20098.68
2025-06-30,P002,Wireless Mouse,Electronics,East,26,891.01,0.0,0.0,23166.26
2025-03-21,P001,Laptop Pro,Electronics,West,8,58580.12,10.0,0.0,421776.86
2024-12-02,P010,Yoga Mat,Fitness,West,20,1221.37,0.0,0.0,24427.4
2025-08-25,P003,Office Chair,Furniture,West,4,7506.36,0.0,0.0,30025.44
2025-01-31,P005,Running Shoes,Apparel,West,11,3144.2,0.0,0.0,34586.2
2025-11-15,P008,Air Purifier,Home Appliances,North,11,9655.65,0.0,0.0,106212.15
2025-07-25,P001,Laptop Pro,Electronics,East,11,58285.12,5.0,0.0,609079.5
2025-05-15,P010,Yoga Mat,Fitness,West,41,1234.58,10.0,0.0,45556.0
2024-02-29,P006,Winter Jacket,Apparel,South,5,5481.15,10.0,0.0,24665.17
2024-09-28,P002,Wireless Mouse,Electronics,North,40,899.31,0.0,0.0,35972.4
2024-07-30,P001,Laptop Pro,Electronics,South,11,60144.51,0.0,0.0,661589.61
2025-11-05,P008,Air Purifier,Home Appliances,East,8,9706.98,0.0,0.0,77655.84
2025-01-01,P008,Air Purifier,Home Appliances,North,5,10073.02,0.0,666.02,50365.1
2024-11-15,P008,Air Purifier,Home Appliances,West,6,9588.52,0.0,5706.0,57531.12
2024-03-04,P001,Laptop Pro,Electronics,North,7,59698.54,0.0,0.0,417889.78
2025-01-25,P008,Air Purifier,Home Appliances,West,5,9905.27,10.0,0.0,44573.72
2024-04-17,P007,Blender,Home Appliances,South,7,2859.0,15.0,0.0,17011.05
2024-01-22,P004,Standing Desk,Furniture,West,2,15179.54,0.0,0.0,30359.08
2024-05-30,P001,Laptop Pro,Electronics,East,10,58407.95,0.0,528.5,584079.5
2024-07-18,P003,Office Chair,Furniture,West,3,7403.65,0.0,0.0,22210.95
2025-09-12,P002,Wireless Mouse,Electronics,East,18,923.77,5.0,0.0,15796.47
2024-04-13,P004,Standing Desk,Furniture,East,5,15436.2,0.0,0.0,77181.0
2024-08-05,P001,Laptop Pro,Electronics,North,11,58780.51,0.0,1846.38,646585.61
2025-01-12,P002,Wireless Mouse,Electronics,East,32,876.44,0.0,0.0,28046.08
2025-10-10,P007,Blender,Home Appliances,South,7,2839.31,0.0,0.0,19875.17
2025-02-13,P010,Yoga Mat,Fitness,North,18,1183.03,10.0,0.0,19165.09
2024-12-13,P007,Blender,Home Appliances,East,9,2874.58,5.0,0.0,24577.66
2025-04-14,P009,Bluetooth Speaker,Electronics,North,20,2262.91,0.0,3144.63,45258.2
2024-12-12,P010,Yoga Mat,Fitness,South,15,1177.7,0.0,0.0,17665.5
2024-07-20,P009,Bluetooth Speaker,Electronics,South,16,2207.07,0.0,0.0,35313.12
2025-11-02,P004,Standing Desk,Furniture,South,7,14614.83,5.0,1163.1,97188.62
2025-02-11,P003,Office Chair,Furniture,West,3,7480.77,0.0,2618.03,22442.31
2024-01-31,P008,Air Purifier,Home Appliances,East,4,9914.67,0.0,5893.16,39658.68
2025-12-20,P003,Office Chair,Furniture,North,12,7579.88,0.0,0.0,90958.56
2025-03-12,P009,Bluetooth Speaker,Electronics,East,10,2172.75,0.0,0.0,21727.5
2025-01-04,P006,Winter Jacket,Apparel,North,6,5330.53,0.0,0.0,31983.18
2024-09-17,P002,Wireless Mouse,Electronics,West,19,875.35,5.0,1457.21,15800.07
2024-11-20,P001,Laptop Pro,Electronics,West,12,59324.71,0.0,1390.26,711896.52
2024-05-31,P009,Bluetooth Speaker,Electronics,North,15,2157.79,0.0,0.0,32366.85
2024-03-09,P003,Office Chair,Furniture,North,9,7509.89,0.0,0.0,67589.01
2024-07-25,P004,Standing Desk,Furniture,East,4,14726.86,0.0,0.0,58907.44
2024-11-03,P003,Office Chair,Furniture,North,10,7716.84,0.0,0.0,77168.4
2025-04-14,P010,Yoga Mat,Fitness,West,32,1176.51,0.0,0.0,37648.32
2024-12-24,P006,Winter Jacket,Apparel,East,9,5325.03,0.0,0.0,47925.27
2024-02-06,P008,Air Purifier,Home Appliances,South,3,9925.82,5.0,4431.8,28288.59
2024-02-15,P002,Wireless Mouse,Electronics,North,30,881.23,0.0,0.0,26436.9
2024-03-06,P001,Laptop Pro,Electronics,East,7,61110.6,10.0,1968.34,384996.78
2024-10-08,P008,Air Purifier,Home Appliances,East,5,9531.82,0.0,0.0,47659.1
2025-07-02,P007,Blender,Home Appliances,East,11,2805.97,0.0,0.0,30865.67
2025-10-01,P004,Standing Desk,Furniture,North,4,14822.19,0.0,0.0,59288.76
2024-07-27,P009,Bluetooth Speaker,Electronics,East,15,2184.56,0.0,0.0,32768.4
2025-08-16,P007,Blender,Home Appliances,North,9,2780.3,0.0,0.0,25022.7
2025-05-26,P005,Running Shoes,Apparel,North,18,3244.33,5.0,0.0,55478.04
2024-03-07,P003,Office Chair,Furniture,East,5,7589.33,0.0,0.0,37946.65
2025-01-03,P004,Standing Desk,Furniture,West,2,14554.7,0.0,0.0,29109.4
2025-12-05,P003,Office Chair,Furniture,North,9,7356.13,10.0,0.0,59584.65
2025-04-17,P005,Running Shoes,Apparel,South,18,3208.47,0.0,0.0,57752.46
2025-09-17,P003,Office Chair,Furniture,North,5,7493.73,0.0,3952.66,37468.65
2025-02-19,P007,Blender,Home Appliances,South,8,2863.14,0.0,5462.95,22905.12
2024-06-02,P004,Standing Desk,Furniture,South,7,14933.5,0.0,0.0,104534.5
2025-12-13,P001,Laptop Pro,Electronics,West,20,60491.26,0.0,0.0,1209825.2
2024-06-01,P005,Running Shoes,Apparel,East,34,3187.17,10.0,3680.64,97527.4
2025-10-10,P009,Bluetooth Speaker,Electronics,East,11,2226.85,0.0,0.0,24495.35
2025-01-28,P009,Bluetooth Speaker,Electronics,South,9,2248.07,0.0,933.68,20232.63
2024-06-16,P009,Bluetooth Speaker,Electronics,South,16,2166.24,10.0,0.0,31193.86
2024-07-17,P005,Running Shoes,Apparel,West,17,3283.98,0.0,0.0,55827.66
2024-02-13,P003,Office Chair,Furniture,South,4,7526.37,0.0,0.0,30105.48
2024-06-11,P002,Wireless Mouse,Electronics,East,16,886.05,0.0,0.0,14176.8
2025-04-06,P005,Running Shoes,Apparel,North,18,3284.09,0.0,0.0,59113.62
2024-02-17,P006,Winter Jacket,Apparel,East,10,5264.09,0.0,0.0,52640.9
2025-08-10,P009,Bluetooth Speaker,Electronics,East,17,2155.81,0.0,706.47,36648.77
2024-08-02,P003,Office Chair,Furniture,North,8,7342.09,0.0,0.0,58736.72
2024-06-07,P009,Bluetooth Speaker,Electronics,South,12,2150.8,0.0,0.0,25809.6
2024-01-18,P008,Air Purifier,Home Appliances,East,3,9693.0,0.0,0.0,29079.0
2024-09-12,P005,Running Shoes,Apparel,East,13,3198.28,0.0,0.0,41577.64
2024-09-14,P002,Wireless Mouse,Electronics,South,26,918.96,5.0,0.0,22698.31
2024-05-28,P006,Winter Jacket,Apparel,West,7,5239.35,0.0,0.0,36675.45
2025-08-08,P005,Running Shoes,Apparel,North,15,3284.54,0.0,0.0,49268.1
2024-11-10,P010,Yoga Mat,Fitness,North,30,1202.79,0.0,5030.3,36083.7
2024-10-05,P007,Blender,Home Appliances,East,10,2783.93,0.0,2416.74,27839.3
2025-09-06,P008,Air Purifier,Home Appliances,West,6,9779.36,0.0,0.0,58676.16
2025-03-12,P007,Blender,Home Appliances,North,8,2730.41,10.0,0.0,19658.95
2025-02-13,P008,Air Purifier,Home Appliances,South,3,10059.58,0.0,5092.5,30178.74
2024-05-26,P008,Air Purifier,Home Appliances,West,7,9677.8,0.0,0.0,67744.6
2024-07-10,P008,Air Purifier,Home Appliances,North,8,9893.3,0.0,0.0,79146.4
2025-05-03,P007,Blender,Home Appliances,West,19,2776.01,0.0,0.0,52744.19
2024-05-28,P007,Blender,Home Appliances,North,4,2724.24,0.0,5413.85,10896.96
2024-05-17,P008,Air Purifier,Home Appliances,East,6,9995.54,0.0,4060.98,59973.24
2025-12-03,P003,Office Chair,Furniture,West,3,7705.98,5.0,1034.34,21962.04
2025-04-25,P004,Standing Desk,Furniture,South,3,15154.99,0.0,0.0,45464.97
2024-10-16,P010,Yoga Mat,Fitness,West,19,1233.13,0.0,4308.17,23429.47
2024-04-29,P008,Air Purifier,Home Appliances,West,4,9844.2,10.0,716.3,35439.12
2025-08-28,P005,Running Shoes,Apparel,West,17,3176.22,0.0,530.82,53995.74
2024-05-07,P009,Bluetooth Speaker,Electronics,West,22,2150.06,15.0,0.0,40206.12
2024-10-19,P003,Office Chair,Furniture,North,5,7490.0,10.0,0.0,33705.0
2025-08-18,P002,Wireless Mouse,Electronics,West,19,911.77,0.0,0.0,17323.63
2025-05-28,P006,Winter Jacket,Apparel,South,11,5435.91,0.0,0.0,59795.01
2025-11-19,P005,Running Shoes,Apparel,East,22,3176.55,0.0,0.0,69884.1
2025-10-13,P010,Yoga Mat,Fitness,South,7,1189.16,0.0,2243.14,8324.12
2024-11-24,P002,Wireless Mouse,Electronics,East,50,920.41,0.0,2137.61,46020.5
2025-10-29,P007,Blender,Home Appliances,South,8,2760.58,0.0,0.0,22084.64
2024-12-19,P007,Blender,Home Appliances,East,5,2797.72,15.0,0.0,11890.31
2024-10-21,P007,Blender,Home Appliances,West,7,2788.63,0.0,0.0,19520.41
2025-04-27,P001,Laptop Pro,Electronics,South,17,61352.94,5.0,0.0,990849.98
2024-02-14,P003,Office Chair,Furniture,East,4,7314.29,0.0,0.0,29257.16
2025-09-14,P006,Winter Jacket,Apparel,North,5,5505.91,10.0,3725.13,24776.6
2025-06-11,P004,Standing Desk,Furniture,West,4,15008.78,10.0,0.0,54031.61
2024-09-18,P010,Yoga Mat,Fitness,North,24,1175.27,0.0,0.0,28206.48
2024-04-30,P008,Air Purifier,Home Appliances,South,5,9660.67,0.0,0.0,48303.35
2024-12-19,P004,Standing Desk,Furniture,West,3,14785.11,5.0,0.0,42137.56
2024-06-18,P007,Blender,Home Appliances,West,10,2782.75,0.0,5291.55,27827.5
2024-10-12,P006,Winter Jacket,Apparel,South,8,5323.68,10.0,0.0,38330.5
