date,product_id,product_name,category,region,units_sold,unit_price,discount,marketing_spend,revenue
2025-04-29,G002,Bread Loaf,Bakery,West,141,44.64,0.0,0.0,6294.24
2025-06-20,G006,Bananas 1kg,Produce,East,211,40.73,0.0,243.17,8594.03
2025-07-12,G007,Instant Noodles,Packaged Foods,South,416,18.47,0.0,0.0,7683.52
2025-08-20,G005,Cooking Oil 1L,Staples,North,75,144.3,5.0,0.0,10281.38
2025-10-29,G004,Rice 5kg,Staples,South,36,309.81,0.0,0.0,11153.16
2025-09-03,G006,Bananas 1kg,Produce,West,103,40.39,0.0,0.0,4160.17
2025-06-07,G007,Instant Noodles,Packaged Foods,East,392,18.51,10.0,0.0,6530.33
2025-01-07,G007,Instant Noodles,Packaged Foods,East,341,18.62,0.0,0.0,6349.42
2025-03-14,G005,Cooking Oil 1L,Staples,North,64,140.16,0.0,0.0,8970.24
2025-09-06,G003,Eggs (12),Dairy,North,121,88.23,0.0,697.04,10675.83
2025-06-05,G004,Rice 5kg,Staples,West,43,320.49,0.0,0.0,13781.07
2025-12-15,G002,Bread Loaf,Bakery,West,133,43.2,0.0,0.0,5745.6
2025-09-26,G001,Milk 1L,Dairy,West,284,53.5,0.0,0.0,15194.0
2025-12-07,G005,Cooking Oil 1L,Staples,East,89,141.1,0.0,0.0,12557.9
2025-02-20,G001,Milk 1L,Dairy,South,131,53.85,0.0,0.0,7054.35
2025-11-10,G006,Bananas 1kg,Produce,South,129,40.65,10.0,0.0,4719.46
2025-08-03,G006,Bananas 1kg,Produce,South,193,39.53,0.0,613.14,7629.29
2025-05-27,G003,Eggs (12),Dairy,East,140,92.43,0.0,0.0,12940.2
2025-01-27,G005,Cooking Oil 1L,Staples,West,99,140.38,0.0,0.0,13897.62
2025-07-15,G006,Bananas 1kg,Produce,North,154,39.4,0.0,0.0,6067.6
2025-09-21,G001,Milk 1L,Dairy,East,364,55.32,0.0,0.0,20136.48
2025-02-18,G001,Milk 1L,Dairy,North,311,55.33,0.0,641.33,17207.63
2025-07-17,G002,Bread Loaf,Bakery,North,145,43.99,0.0,0.0,6378.55
2025-02-02,G006,Bananas 1kg,Produce,North,435,39.06,0.0,0.0,16991.1
2025-02-22,G005,Cooking Oil 1L,Staples,South,138,141.25,0.0,518.9,19492.5
2025-07-07,G002,Bread Loaf,Bakery,North,145,45.41,10.0,145.26,5926.01
2025-05-02,G007,Instant Noodles,Packaged Foods,North,369,17.49,5.0,0.0,6131.12
2025-05-22,G007,Instant Noodles,Packaged Foods,North,299,17.98,0.0,0.0,5376.02
2025-08-11,G006,Bananas 1kg,Produce,East,229,39.73,0.0,0.0,9098.17
2025-03-16,G002,Bread Loaf,Bakery,West,170,44.08,0.0,0.0,7493.6
2025-09-14,G004,Rice 5kg,Staples,East,76,308.77,0.0,0.0,23466.52
2025-07-30,G001,Milk 1L,Dairy,South,206,54.88,10.0,0.0,10174.75
2025-05-02,G005,Cooking Oil 1L,Staples,East,130,143.6,0.0,0.0,18668.0
2025-05-21,G002,Bread Loaf,Bakery,West,115,44.89,0.0,0.0,5162.35
2025-06-25,G006,Bananas 1kg,Produce,North,167,38.62,10.0,0.0,5804.59
2025-07-30,G002,Bread Loaf,Bakery,North,164,46.29,0.0,0.0,7591.56
2025-07-19,G001,Milk 1L,Dairy,West,326,54.19,5.0,0.0,16782.64
2025-02-04,G005,Cooking Oil 1L,Staples,West,85,143.19,0.0,0.0,12171.15
2025-11-20,G006,Bananas 1kg,Produce,East,178,41.32,10.0,0.0,6619.46
2025-02-17,G002,Bread Loaf,Bakery,North,97,46.36,0.0,0.0,4496.92
2025-06-21,G004,Rice 5kg,Staples,East,63,323.5,0.0,0.0,20380.5
2025-08-17,G007,Instant Noodles,Packaged Foods,East,551,18.33,0.0,0.0,10099.83
2025-10-24,G003,Eggs (12),Dairy,North,66,90.65,0.0,197.1,5982.9
2025-04-21,G001,Milk 1L,Dairy,South,162,53.58,0.0,0.0,8679.96
2025-05-19,G001,Milk 1L,Dairy,South,169,55.83,0.0,0.0,9435.27
2025-07-29,G001,Milk 1L,Dairy,West,259,53.52,10.0,0.0,12475.51
2025-10-17,G005,Cooking Oil 1L,Staples,East,38,135.3,0.0,0.0,5141.4
2025-10-09,G002,Bread Loaf,Bakery,West,124,46.25,0.0,0.0,5735.0
2025-05-25,G006,Bananas 1kg,Produce,North,243,39.97,0.0,0.0,9712.71
2025-06-27,G006,Bananas 1kg,Produce,South,86,39.73,0.0,265.41,3416.78
2025-02-13,G006,Bananas 1kg,Produce,South,101,41.36,0.0,0.0,4177.36
2025-02-09,G004,Rice 5kg,Staples,West,89,321.22,0.0,0.0,28588.58
2025-04-04,G006,Bananas 1kg,Produce,West,68,40.95,0.0,0.0,2784.6
2025-05-15,G005,Cooking Oil 1L,Staples,North,63,143.84,0.0,0.0,9061.92
2025-02-07,G005,Cooking Oil 1L,Staples,East,82,136.79,0.0,0.0,11216.78
2025-08-07,G006,Bananas 1kg,Produce,South,26,41.42,0.0,0.0,1076.92
2025-12-17,G005,Cooking Oil 1L,Staples,South,96,142.23,10.0,130.72,12288.67
2025-06-12,G007,Instant Noodles,Packaged Foods,North,255,17.32,0.0,0.0,4416.6
2025-03-20,G007,Instant Noodles,Packaged Foods,South,213,17.59,10.0,0.0,3372.0
2025-09-13,G006,Bananas 1kg,Produce,North,281,39.37,0.0,662.31,11062.97
2025-02-08,G001,Milk 1L,Dairy,South,303,54.78,0.0,0.0,16598.34
2025-12-18,G001,Milk 1L,Dairy,West,179,56.13,10.0,0.0,9042.54
2025-09-23,G001,Milk 1L,Dairy,East,207,53.0,0.0,0.0,10971.0
2025-07-06,G006,Bananas 1kg,Produce,West,159,40.9,0.0,43.55,6503.1
2025-12-27,G007,Instant Noodles,Packaged Foods,North,423,17.7,0.0,0.0,7487.1
2025-08-14,G005,Cooking Oil 1L,Staples,North,102,140.46,0.0,151.82,14326.92
2025-06-23,G002,Bread Loaf,Bakery,South,214,46.05,0.0,616.94,9854.7
2025-09-19,G002,Bread Loaf,Bakery,South,123,43.28,0.0,0.0,5323.44
2025-05-09,G007,Instant Noodles,Packaged Foods,North,219,17.97,5.0,0.0,3738.66
2025-12-02,G003,Eggs (12),Dairy,North,103,90.99,0.0,0.0,9371.97
2025-10-05,G004,Rice 5kg,Staples,East,43,325.12,0.0,0.0,13980.16
2025-06-13,G002,Bread Loaf,Bakery,East,136,44.29,0.0,0.0,6023.44
2025-02-17,G001,Milk 1L,Dairy,North,273,56.37,0.0,0.0,15389.01
2025-02-02,G007,Instant Noodles,Packaged Foods,West,681,17.61,0.0,0.0,11992.41
2025-05-26,G002,Bread Loaf,Bakery,North,166,45.69,0.0,0.0,7584.54
2025-10-14,G004,Rice 5kg,Staples,East,54,310.14,0.0,0.0,16747.56
2025-11-24,G005,Cooking Oil 1L,Staples,North,88,140.5,10.0,0.0,11127.6
2025-11-29,G005,Cooking Oil 1L,Staples,North,110,140.77,0.0,0.0,15484.7
2025-06-05,G007,Instant Noodles,Packaged Foods,West,241,18.38,0.0,12.48,4429.58
2025-04-12,G003,Eggs (12),Dairy,West,152,90.73,5.0,0.0,13101.41
2025-12-18,G005,Cooking Oil 1L,Staples,West,104,135.64,0.0,0.0,14106.56
2025-01-04,G006,Bananas 1kg,Produce,West,159,38.44,0.0,229.92,6111.96
2025-07-30,G006,Bananas 1kg,Produce,North,175,41.2,0.0,0.0,7210.0
2025-07-04,G003,Eggs (12),Dairy,East,108,90.28,0.0,638.93,9750.24
2025-09-05,G004,Rice 5kg,Staples,East,46,329.93,0.0,0.0,15176.78
2025-09-24,G005,Cooking Oil 1L,Staples,East,61,138.86,0.0,429.23,8470.46
2025-01-08,G007,Instant Noodles,Packaged Foods,South,268,18.64,0.0,0.0,4995.52
2025-01-26,G001,Milk 1L,Dairy,North,279,54.36,0.0,0.0,15166.44
2025-07-20,G006,Bananas 1kg,Produce,North,241,40.03,0.0,0.0,9647.23
2025-02-05,G002,Bread Loaf,Bakery,South,67,44.49,0.0,56.44,2980.83
2025-04-29,G002,Bread Loaf,Bakery,North,181,43.93,0.0,702.46,7951.33
2025-05-22,G006,Bananas 1kg,Produce,East,221,39.74,0.0,0.0,8782.54
2025-03-22,G002,Bread Loaf,Bakery,East,122,46.24,0.0,0.0,5641.28
2025-06-14,G002,Bread Loaf,Bakery,South,195,45.17,0.0,0.0,8808.15
2025-03-13,G007,Instant Noodles,Packaged Foods,North,251,18.7,0.0,0.0,4693.7
2025-01-24,G007,Instant Noodles,Packaged Foods,South,395,18.42,0.0,0.0,7275.9
2025-12-27,G004,Rice 5kg,Staples,North,78,310.29,0.0,0.0,24202.62
2025-07-04,G003,Eggs (12),Dairy,West,83,87.05,0.0,0.0,7225.15
2025-07-15,G003,Eggs (12),Dairy,South,92,87.31,0.0,0.0,8032.52
2025-12-25,G003,Eggs (12),Dairy,South,128,92.8,0.0,730.0,11878.4
2025-06-24,G002,Bread Loaf,Bakery,North,129,43.64,0.0,111.42,5629.56
2025-10-31,G001,Milk 1L,Dairy,North,287,55.95,0.0,0.0,16057.65
2025-04-04,G001,Milk 1L,Dairy,East,221,56.8,0.0,0.0,12552.8
2025-06-17,G004,Rice 5kg,Staples,South,64,316.44,5.0,0.0,19239.55
2025-04-14,G004,Rice 5kg,Staples,North,35,329.85,5.0,0.0,10967.51
2025-09-10,G002,Bread Loaf,Bakery,North,127,43.88,0.0,324.44,5572.76
2025-02-07,G002,Bread Loaf,Bakery,West,125,44.45,0.0,0.0,5556.25
2025-09-03,G007,Instant Noodles,Packaged Foods,East,473,17.37,5.0,0.0,7805.21
2025-02-11,G006,Bananas 1kg,Produce,West,73,39.92,0.0,0.0,2914.16
2025-05-31,G007,Instant Noodles,Packaged Foods,North,328,18.33,0.0,0.0,6012.24
2025-06-26,G006,Bananas 1kg,Produce,South,59,40.66,0.0,0.0,2398.94
2025-02-02,G005,Cooking Oil 1L,Staples,North,208,137.76,0.0,0.0,28654.08
2025-07-30,G006,Bananas 1kg,Produce,South,83,38.72,5.0,0.0,3053.07
2025-11-27,G006,Bananas 1kg,Produce,East,213,38.98,0.0,0.0,8302.74
2025-11-29,G003,Eggs (12),Dairy,South,163,88.3,0.0,0.0,14392.9
2025-12-14,G003,Eggs (12),Dairy,South,156,91.65,0.0,0.0,14297.4
2025-12-27,G006,Bananas 1kg,Produce,East,182,40.74,10.0,0.0,6673.21
2025-06-07,G001,Milk 1L,Dairy,East,245,54.28,10.0,0.0,11968.74
2025-03-08,G003,Eggs (12),Dairy,South,123,90.91,0.0,0.0,11181.93
2025-06-01,G003,Eggs (12),Dairy,West,260,92.43,0.0,0.0,24031.8
2025-10-26,G004,Rice 5kg,Staples,North,54,327.14,0.0,777.17,17665.56
2025-06-16,G004,Rice 5kg,Staples,West,47,316.09,0.0,0.0,14856.23
2025-09-10,G007,Instant Noodles,Packaged Foods,West,491,18.19,5.0,0.0,8484.73
2025-01-18,G006,Bananas 1kg,Produce,North,189,40.75,0.0,667.08,7701.75
2025-04-28,G001,Milk 1L,Dairy,North,221,54.46,5.0,0.0,11433.88
2025-02-18,G002,Bread Loaf,Bakery,North,110,43.93,10.0,0.0,4349.07
2025-04-04,G002,Bread Loaf,Bakery,East,44,44.95,0.0,0.0,1977.8
2025-04-25,G004,Rice 5kg,Staples,South,60,331.68,0.0,0.0,19900.8
2025-07-20,G005,Cooking Oil 1L,Staples,East,124,144.64,0.0,0.0,17935.36
2025-07-12,G003,Eggs (12),Dairy,North,151,88.5,0.0,0.0,13363.5
2025-11-06,G004,Rice 5kg,Staples,East,49,331.89,0.0,0.0,16262.61
2025-01-29,G007,Instant Noodles,Packaged Foods,North,308,18.3,0.0,0.0,5636.4
2025-04-14,G001,Milk 1L,Dairy,North,288,55.28,0.0,0.0,15920.64
2025-06-18,G001,Milk 1L,Dairy,West,250,53.82,0.0,0.0,13455.0
2025-10-21,G005,Cooking Oil 1L,Staples,West,97,134.9,0.0,0.0,13085.3
2025-12-26,G001,Milk 1L,Dairy,South,185,54.75,0.0,0.0,10128.75
2025-07-18,G005,Cooking Oil 1L,Staples,East,70,141.56,0.0,0.0,9909.2
2025-06-09,G002,Bread Loaf,Bakery,South,123,44.25,0.0,0.0,5442.75
2025-03-06,G002,Bread Loaf,Bakery,West,146,45.02,0.0,0.0,6572.92
2025-02-02,G003,Eggs (12),Dairy,North,176,92.94,0.0,220.16,16357.44
2025-11-05,G005,Cooking Oil 1L,Staples,South,59,137.8,0.0,0.0,8130.2
2025-10-18,G003,Eggs (12),Dairy,North,104,91.88,10.0,0.0,8599.97
2025-02-06,G003,Eggs (12),Dairy,South,49,88.51,0.0,0.0,4336.99
2025-01-17,G003,Eggs (12),Dairy,North,68,87.61,0.0,361.11,5957.48
2025-02-11,G004,Rice 5kg,Staples,East,49,327.07,0.0,0.0,16026.43
2025-03-01,G001,Milk 1L,Dairy,East,645,56.35,0.0,0.0,36345.75
2025-06-16,G006,Bananas 1kg,Produce,North,136,40.21,0.0,272.58,5468.56
2025-02-09,G002,Bread Loaf,Bakery,West,243,43.52,0.0,0.0,10575.36
2025-01-09,G007,Instant Noodles,Packaged Foods,North,217,17.51,10.0,0.0,3419.7
2025-12-19,G005,Cooking Oil 1L,Staples,North,115,137.08,0.0,0.0,15764.2
2025-11-10,G007,Instant Noodles,Packaged Foods,East,170,17.4,0.0,0.0,2958.0
2025-01-26,G006,Bananas 1kg,Produce,East,133,40.04,0.0,373.62,5325.32
2025-11-09,G001,Milk 1L,Dairy,West,195,53.33,0.0,0.0,10399.35
2025-09-05,G004,Rice 5kg,Staples,North,49,311.48,0.0,0.0,15262.52
2025-11-13,G005,Cooking Oil 1L,Staples,West,87,142.58,0.0,692.66,12404.46
2025-02-20,G006,Bananas 1kg,Produce,East,98,38.88,5.0,445.78,3619.73
2025-04-04,G005,Cooking Oil 1L,Staples,West,86,141.38,0.0,0.0,12158.68
2025-11-01,G003,Eggs (12),Dairy,South,211,86.72,0.0,0.0,18297.92
2025-08-29,G005,Cooking Oil 1L,Staples,West,114,144.11,0.0,0.0,16428.54
2025-06-27,G007,Instant Noodles,Packaged Foods,South,269,17.97,5.0,0.0,4592.23
2025-11-18,G007,Instant Noodles,Packaged Foods,South,233,17.89,0.0,0.0,4168.37
2025-07-29,G007,Instant Noodles,Packaged Foods,West,325,17.47,0.0,749.49,5677.75
2025-04-07,G003,Eggs (12),Dairy,East,90,88.57,0.0,0.0,7971.3
2025-11-07,G004,Rice 5kg,Staples,East,39,331.72,0.0,0.0,12937.08
2025-08-25,G005,Cooking Oil 1L,Staples,West,87,140.0,0.0,550.4,12180.0
2025-06-20,G002,Bread Loaf,Bakery,West,110,46.15,0.0,0.0,5076.5
2025-04-29,G005,Cooking Oil 1L,Staples,North,92,137.19,10.0,363.08,11359.33
2025-10-29,G004,Rice 5kg,Staples,East,47,329.42,5.0,0.0,14708.6
2025-02-10,G005,Cooking Oil 1L,Staples,West,76,140.82,0.0,0.0,10702.32
2025-02-03,G007,Instant Noodles,Packaged Foods,West,484,18.46,0.0,341.65,8934.64
2025-12-17,G003,Eggs (12),Dairy,South,90,92.4,0.0,659.65,8316.0
2025-03-28,G006,Bananas 1kg,Produce,North,153,41.44,10.0,0.0,5706.29
2025-08-31,G003,Eggs (12),Dairy,South,110,93.09,0.0,0.0,10239.9
2025-08-08,G001,Milk 1L,Dairy,North,369,54.57,5.0,0.0,19129.51
2025-09-15,G006,Bananas 1kg,Produce,East,144,41.24,0.0,0.0,5938.56
2025-01-11,G004,Rice 5kg,Staples,East,58,319.55,0.0,0.0,18533.9
2025-05-16,G004,Rice 5kg,Staples,North,38,319.99,0.0,0.0,12159.62
2025-08-20,G004,Rice 5kg,Staples,East,43,320.71,0.0,0.0,13790.53
2025-05-29,G005,Cooking Oil 1L,Staples,North,69,140.83,0.0,0.0,9717.27
2025-11-24,G004,Rice 5kg,Staples,West,48,329.75,5.0,681.14,15036.6
2025-08-25,G003,Eggs (12),Dairy,East,123,88.71,0.0,0.0,10911.33
2025-11-19,G006,Bananas 1kg,Produce,North,156,39.96,0.0,0.0,6233.76
2025-09-19,G003,Eggs (12),Dairy,East,111,92.47,10.0,0.0,9237.75
2025-06-12,G001,Milk 1L,Dairy,North,289,53.09,5.0,0.0,14575.86
2025-04-23,G001,Milk 1L,Dairy,East,321,53.21,10.0,0.0,15372.37
2025-11-26,G006,Bananas 1kg,Produce,West,73,40.61,0.0,118.79,2964.53
2025-10-24,G006,Bananas 1kg,Produce,West,141,40.76,0.0,0.0,5747.16
2025-10-12,G001,Milk 1L,Dairy,South,267,55.69,5.0,0.0,14125.77
2025-06-26,G003,Eggs (12),Dairy,South,89,88.27,10.0,0.0,7070.43
2025-04-26,G006,Bananas 1kg,Produce,East,166,40.45,0.0,0.0,6714.7
2025-03-29,G005,Cooking Oil 1L,Staples,North,118,136.53,0.0,0.0,16110.54
2025-06-01,G007,Instant Noodles,Packaged Foods,West,404,17.93,0.0,0.0,7243.72
2025-12-24,G001,Milk 1L,Dairy,East,257,55.15,5.0,0.0,13464.87
2025-09-08,G003,Eggs (12),Dairy,South,91,89.93,5.0,0.0,7774.45
2025-11-13,G004,Rice 5kg,Staples,North,39,326.92,0.0,0.0,12749.88
2025-01-31,G002,Bread Loaf,Bakery,North,190,43.78,0.0,0.0,8318.2
2025-08-28,G001,Milk 1L,Dairy,East,189,53.68,0.0,10.02,10145.52
2025-01-08,G004,Rice 5kg,Staples,South,47,314.1,0.0,0.0,14762.7
2025-10-23,G005,Cooking Oil 1L,Staples,West,104,143.55,0.0,0.0,14929.2
2025-10-17,G001,Milk 1L,Dairy,East,246,54.02,0.0,0.0,13288.92
2025-03-07,G006,Bananas 1kg,Produce,West,109,41.21,10.0,0.0,4042.7
2025-04-08,G001,Milk 1L,Dairy,East,249,54.45,0.0,0.0,13558.05
2025-04-04,G001,Milk 1L,Dairy,West,300,53.61,10.0,0.0,14474.7
2025-05-08,G002,Bread Loaf,Bakery,South,187,45.69,0.0,0.0,8544.03
2025-11-06,G003,Eggs (12),Dairy,North,62,88.95,0.0,0.0,5514.9
2025-07-13,G004,Rice 5kg,Staples,North,99,316.35,0.0,0.0,31318.65
2025-07-29,G002,Bread Loaf,Bakery,East,159,45.88,0.0,0.0,7294.92
2025-12-25,G005,Cooking Oil 1L,Staples,South,98,137.6,0.0,0.0,13484.8
2025-10-27,G007,Instant Noodles,Packaged Foods,South,238,18.34,0.0,0.0,4364.92
2025-04-02,G007,Instant Noodles,Packaged Foods,South,361,18.15,0.0,0.0,6552.15
2025-12-30,G004,Rice 5kg,Staples,North,63,310.46,0.0,0.0,19558.98
2025-01-29,G002,Bread Loaf,Bakery,South,137,45.2,5.0,0.0,5882.78
2025-03-04,G004,Rice 5kg,Staples,North,50,307.52,10.0,0.0,13838.4
2025-06-28,G001,Milk 1L,Dairy,South,291,57.16,0.0,531.85,16633.56
2025-09-17,G004,Rice 5kg,Staples,West,42,312.59,0.0,0.0,13128.78
2025-12-22,G003,Eggs (12),Dairy,North,101,91.33,10.0,0.0,8301.9
2025-07-16,G007,Instant Noodles,Packaged Foods,South,255,18.4,5.0,0.0,4457.4
2025-02-24,G004,Rice 5kg,Staples,East,30,314.82,0.0,0.0,9444.6
2025-11-30,G001,Milk 1L,Dairy,East,465,54.47,0.0,0.0,25328.55
2025-07-26,G005,Cooking Oil 1L,Staples,North,158,140.45,0.0,357.89,22191.1
2025-11-18,G003,Eggs (12),Dairy,South,35,88.69,0.0,359.8,3104.15
2025-09-10,G002,Bread Loaf,Bakery,West,125,44.74,0.0,0.0,5592.5
2025-08-08,G001,Milk 1L,Dairy,South,162,56.25,5.0,666.58,8656.88
2025-09-05,G003,Eggs (12),Dairy,West,94,89.48,0.0,0.0,8411.12
2025-08-09,G003,Eggs (12),Dairy,South,125,89.9,0.0,0.0,11237.5
2025-05-28,G005,Cooking Oil 1L,Staples,East,56,137.65,0.0,0.0,7708.4
2025-09-10,G001,Milk 1L,Dairy,North,194,56.17,0.0,0.0,10896.98
2025-12-17,G006,Bananas 1kg,Produce,East,173,39.72,10.0,0.0,6184.4
2025-08-03,G004,Rice 5kg,Staples,West,113,320.23,10.0,297.22,32567.39
2025-05-20,G006,Bananas 1kg,Produce,East,229,40.2,0.0,0.0,9205.8
2025-11-05,G006,Bananas 1kg,Produce,West,60,39.43,0.0,0.0,2365.8
2025-06-11,G007,Instant Noodles,Packaged Foods,South,290,17.51,0.0,0.0,5077.9
2025-12-16,G005,Cooking Oil 1L,Staples,South,102,136.18,0.0,0.0,13890.36
2025-09-04,G007,Instant Noodles,Packaged Foods,North,347,17.91,0.0,554.76,6214.77
2025-03-16,G004,Rice 5kg,Staples,East,74,311.28,5.0,0.0,21882.98
2025-06-03,G003,Eggs (12),Dairy,East,152,88.7,0.0,0.0,13482.4
2025-09-26,G004,Rice 5kg,Staples,West,62,319.44,0.0,0.0,19805.28
2025-04-10,G004,Rice 5kg,Staples,West,37,310.21,0.0,0.0,11477.77
2025-10-02,G006,Bananas 1kg,Produce,West,109,39.39,0.0,0.0,4293.51
2025-04-17,G006,Bananas 1kg,Produce,East,167,38.67,0.0,0.0,6457.89
2025-08-17,G007,Instant Noodles,Packaged Foods,West,440,18.14,0.0,0.0,7981.6
2025-02-08,G005,Cooking Oil 1L,Staples,East,98,145.45,0.0,0.0,14254.1
2025-02-11,G001,Milk 1L,Dairy,South,156,53.66,5.0,0.0,7952.41
2025-09-01,G003,Eggs (12),Dairy,South,129,87.11,0.0,0.0,11237.19
2025-03-28,G003,Eggs (12),Dairy,East,144,89.68,0.0,0.0,12913.92
2025-04-11,G001,Milk 1L,Dairy,North,268,55.23,0.0,0.0,14801.64
2025-07-25,G006,Bananas 1kg,Produce,North,144,40.68,0.0,0.0,5857.92
2025-02-17,G004,Rice 5kg,Staples,North,29,325.28,10.0,0.0,8489.81
2025-07-24,G007,Instant Noodles,Packaged Foods,North,343,17.38,0.0,0.0,5961.34
2025-07-14,G006,Bananas 1kg,Produce,South,105,39.71,0.0,0.0,4169.55
2025-11-28,G005,Cooking Oil 1L,Staples,West,73,145.3,0.0,0.0,10606.9
2025-11-01,G004,Rice 5kg,Staples,East,87,312.86,0.0,0.0,27218.82
2025-12-05,G003,Eggs (12),Dairy,East,132,91.26,0.0,0.0,12046.32
2025-08-28,G007,Instant Noodles,Packaged Foods,North,241,18.22,10.0,0.0,3951.92
2025-10-07,G006,Bananas 1kg,Produce,West,98,41.16,0.0,0.0,4033.68
2025-10-01,G001,Milk 1L,Dairy,East,510,54.62,0.0,0.0,27856.2
2025-10-31,G005,Cooking Oil 1L,Staples,West,55,142.36,5.0,0.0,7438.31
2025-07-11,G002,Bread Loaf,Bakery,South,145,45.38,0.0,0.0,6580.1
2025-04-26,G006,Bananas 1kg,Produce,South,135,38.49,0.0,0.0,5196.15
2025-12-11,G003,Eggs (12),Dairy,South,82,91.07,0.0,0.0,7467.74
2025-12-04,G002,Bread Loaf,Bakery,East,183,45.03,10.0,0.0,7416.44
2025-07-29,G003,Eggs (12),Dairy,East,129,89.25,10.0,0.0,10361.93
2025-03-14,G001,Milk 1L,Dairy,West,149,53.5,0.0,0.0,7971.5
2025-01-23,G003,Eggs (12),Dairy,East,109,90.88,0.0,0.0,9905.92
2025-08-24,G007,Instant Noodles,Packaged Foods,North,373,18.39,10.0,300.24,6173.52
2025-05-18,G004,Rice 5kg,Staples,South,57,331.58,0.0,0.0,18900.06
2025-02-27,G002,Bread Loaf,Bakery,East,215,44.97,0.0,0.0,9668.55
2025-03-14,G002,Bread Loaf,Bakery,West,134,46.44,0.0,0.0,6222.96
2025-03-28,G002,Bread Loaf,Bakery,South,139,45.89,0.0,0.0,6378.71
2025-07-31,G005,Cooking Oil 1L,Staples,East,98,134.45,0.0,338.92,13176.1
2025-07-08,G003,Eggs (12),Dairy,West,75,86.76,0.0,0.0,6507.0
2025-07-27,G007,Instant Noodles,Packaged Foods,North,394,18.0,0.0,0.0,7092.0
2025-03-18,G002,Bread Loaf,Bakery,North,127,45.23,0.0,30.89,5744.21
2025-03-05,G005,Cooking Oil 1L,Staples,West,79,145.48,0.0,0.0,11492.92
2025-06-26,G006,Bananas 1kg,Produce,North,133,40.63,0.0,0.0,5403.79
2025-07-31,G002,Bread Loaf,Bakery,East,200,46.17,0.0,0.0,9234.0
2025-04-05,G006,Bananas 1kg,Produce,West,123,38.69,5.0,0.0,4520.93
2025-05-17,G003,Eggs (12),Dairy,West,149,88.61,10.0,625.71,11882.6
2025-07-25,G002,Bread Loaf,Bakery,West,190,45.76,0.0,0.0,8694.4
2025-02-25,G002,Bread Loaf,Bakery,East,132,46.55,0.0,0.0,6144.6
2025-02-25,G007,Instant Noodles,Packaged Foods,East,258,17.47,0.0,0.0,4507.26
2025-01-13,G004,Rice 5kg,Staples,East,41,315.21,0.0,0.0,12923.61
2025-02-24,G007,Instant Noodles,Packaged Foods,East,259,18.58,5.0,0.0,4571.61
2025-01-30,G005,Cooking Oil 1L,Staples,South,76,145.44,0.0,0.0,11053.44
2025-07-23,G001,Milk 1L,Dairy,North,190,55.91,0.0,775.78,10622.9
2025-10-19,G006,Bananas 1kg,Produce,West,129,39.96,0.0,0.0,5154.84
